Date_Confirmed,AGUASCALIENTES,BAJA CALIFORNIA,"BAJA CALIFORNIA
SUR",BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,CIUDAD DE MÉXICO,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MICHOACÁN,MORELOS,MÉXICO,NAYARIT,NUEVO LEÓN,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSÍ,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATÁN,ZACATECAS
03/15/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/16/2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03/17/2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
03/18/2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0
03/19/2020,3.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
03/20/2020,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,10.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
03/21/2020,0.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0
03/22/2020,0.0,3.0,0.0,0.0,1.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0
03/23/2020,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,9.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
03/24/2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
03/25/2020,6.0,1.0,0.0,3.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,3.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0
03/26/2020,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,5.0,19.0,1.0,2.0,20.0,0.0,5.0,1.0,11.0,3.0,7.0,1.0,4.0,3.0,11.0,0.0,0.0,0.0,3.0,1.0
03/27/2020,6.0,1.0,0.0,2.0,0.0,3.0,0.0,25.0,1.0,0.0,2.0,8.0,0.0,0.0,13.0,5.0,0.0,24.0,1.0,7.0,3.0,6.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,10.0,4.0,0.0
03/28/2020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,1.0,0.0,0.0,6.0,3.0,0.0,5.0,1.0,0.0,15.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,6.0,0.0,0.0,6.0,2.0,0.0
03/29/2020,5.0,3.0,0.0,2.0,0.0,4.0,0.0,19.0,17.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0,34.0,0.0,3.0,2.0,14.0,1.0,5.0,4.0,5.0,4.0,6.0,1.0,0.0,1.0,3.0,1.0
03/30/2020,0.0,4.0,0.0,2.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,17.0,1.0,8.0,0.0,10.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,0.0,2.0,5.0,1.0
03/31/2020,12.0,8.0,0.0,4.0,2.0,2.0,1.0,28.0,5.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,1.0,13.0,0.0,1.0,0.0,5.0,2.0,4.0,0.0,3.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0
04/01/2020,0.0,2.0,0.0,1.0,0.0,2.0,4.0,63.0,13.0,1.0,0.0,3.0,2.0,2.0,6.0,3.0,2.0,14.0,2.0,2.0,8.0,16.0,0.0,4.0,6.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0
