Region,Region_ID,Date_Confirmed,Daily_SINAVE,Total_SINAVE
TLAXCALA,29,2020-05-06,19.0,280
TLAXCALA,29,2020-05-05,11.0,261
TLAXCALA,29,2020-05-04,12.0,250
TLAXCALA,29,2020-05-03,9.0,238
TLAXCALA,29,2020-05-02,12.0,229
TLAXCALA,29,2020-05-01,24.0,217
TLAXCALA,29,2020-04-30,14.0,193
TLAXCALA,29,2020-04-29,20.0,179
TLAXCALA,29,2020-04-28,20.0,159
TLAXCALA,29,2020-04-27,5.0,139
TLAXCALA,29,2020-04-26,7.0,134
TLAXCALA,29,2020-04-25,15.0,127
TLAXCALA,29,2020-04-24,11.0,112
TLAXCALA,29,2020-04-23,9.0,101
TLAXCALA,29,2020-04-22,14.0,92
TLAXCALA,29,2020-04-21,5.0,78
TLAXCALA,29,2020-04-20,2.0,73
TLAXCALA,29,2020-04-19,4.0,71
TLAXCALA,29,2020-04-18,5.0,67
TLAXCALA,29,2020-04-17,4.0,62
TLAXCALA,29,2020-04-16,3.0,58
TLAXCALA,29,2020-04-15,6.0,55
TLAXCALA,29,2020-04-14,2.0,49
TLAXCALA,29,2020-04-13,7.0,47
TLAXCALA,29,2020-04-12,2.0,40
TLAXCALA,29,2020-04-11,5.0,38
TLAXCALA,29,2020-04-10,4.0,33
TLAXCALA,29,2020-04-09,6.0,29
TLAXCALA,29,2020-04-08,6.0,23
TLAXCALA,29,2020-04-07,4.0,17
TLAXCALA,29,2020-04-06,3.0,13
TLAXCALA,29,2020-04-05,3.0,10
TLAXCALA,29,2020-04-04,0.0,7
TLAXCALA,29,2020-04-03,3.0,7
TLAXCALA,29,2020-04-02,0.0,4
TLAXCALA,29,2020-04-01,,4
VERACRUZ,30,2020-04-01,,28
VERACRUZ,30,2020-04-02,,22
VERACRUZ,30,2020-04-03,6.0,28
VERACRUZ,30,2020-04-04,2.0,30
VERACRUZ,30,2020-04-05,3.0,33
VERACRUZ,30,2020-04-06,8.0,41
VERACRUZ,30,2020-04-07,5.0,46
VERACRUZ,30,2020-04-08,4.0,50
VERACRUZ,30,2020-04-09,6.0,56
VERACRUZ,30,2020-04-10,10.0,66
VERACRUZ,30,2020-04-11,10.0,76
VERACRUZ,30,2020-04-12,6.0,82
VERACRUZ,30,2020-04-13,6.0,88
VERACRUZ,30,2020-04-14,12.0,100
VERACRUZ,30,2020-04-15,14.0,114
VERACRUZ,30,2020-04-16,7.0,121
VERACRUZ,30,2020-04-17,9.0,130
VERACRUZ,30,2020-04-18,5.0,135
VERACRUZ,30,2020-04-19,26.0,161
VERACRUZ,30,2020-04-20,10.0,171
VERACRUZ,30,2020-04-21,8.0,179
VERACRUZ,30,2020-04-22,33.0,212
VERACRUZ,30,2020-04-23,38.0,250
VERACRUZ,30,2020-04-24,38.0,288
VERACRUZ,30,2020-04-25,31.0,319
VERACRUZ,30,2020-04-26,35.0,354
VERACRUZ,30,2020-04-27,69.0,423
VERACRUZ,30,2020-04-28,42.0,465
VERACRUZ,30,2020-04-29,49.0,514
VERACRUZ,30,2020-04-30,61.0,575
VERACRUZ,30,2020-05-01,42.0,617
VERACRUZ,30,2020-05-02,55.0,672
VERACRUZ,30,2020-05-03,33.0,705
VERACRUZ,30,2020-05-04,98.0,803
VERACRUZ,30,2020-05-05,33.0,836
VERACRUZ,30,2020-05-06,36.0,872
YUCATÁN,31,2020-05-06,40.0,688
YUCATÁN,31,2020-05-05,40.0,648
YUCATÁN,31,2020-05-04,20.0,608
YUCATÁN,31,2020-05-03,55.0,588
YUCATÁN,31,2020-05-02,44.0,533
YUCATÁN,31,2020-05-01,41.0,489
YUCATÁN,31,2020-04-30,44.0,448
YUCATÁN,31,2020-04-29,26.0,404
YUCATÁN,31,2020-04-28,25.0,378
YUCATÁN,31,2020-04-27,30.0,353
YUCATÁN,31,2020-04-26,21.0,323
YUCATÁN,31,2020-04-25,54.0,302
YUCATÁN,31,2020-04-24,10.0,248
YUCATÁN,31,2020-04-23,34.0,238
YUCATÁN,31,2020-04-22,5.0,204
YUCATÁN,31,2020-04-21,4.0,199
YUCATÁN,31,2020-04-20,15.0,195
YUCATÁN,31,2020-04-19,3.0,180
YUCATÁN,31,2020-04-18,32.0,177
YUCATÁN,31,2020-04-17,9.0,145
YUCATÁN,31,2020-04-16,4.0,136
YUCATÁN,31,2020-04-15,13.0,132
YUCATÁN,31,2020-04-14,3.0,119
YUCATÁN,31,2020-04-13,7.0,116
YUCATÁN,31,2020-04-12,4.0,109
YUCATÁN,31,2020-04-11,15.0,105
YUCATÁN,31,2020-04-10,1.0,90
YUCATÁN,31,2020-04-09,15.0,89
YUCATÁN,31,2020-04-08,0.0,74
YUCATÁN,31,2020-04-07,2.0,74
YUCATÁN,31,2020-04-06,5.0,72
YUCATÁN,31,2020-04-05,4.0,67
YUCATÁN,31,2020-04-04,3.0,63
YUCATÁN,31,2020-04-03,6.0,60
YUCATÁN,31,2020-04-02,1.0,54
YUCATÁN,31,2020-04-01,,53
ZACATECAS,32,2020-04-01,,6
ZACATECAS,32,2020-04-02,1.0,7
ZACATECAS,32,2020-04-03,0.0,7
ZACATECAS,32,2020-04-04,3.0,10
ZACATECAS,32,2020-04-05,0.0,10
ZACATECAS,32,2020-04-06,,9
ZACATECAS,32,2020-04-07,1.0,10
ZACATECAS,32,2020-04-08,2.0,12
ZACATECAS,32,2020-04-09,0.0,12
ZACATECAS,32,2020-04-10,3.0,15
ZACATECAS,32,2020-04-11,0.0,15
ZACATECAS,32,2020-04-12,1.0,16
ZACATECAS,32,2020-04-13,1.0,17
ZACATECAS,32,2020-04-14,1.0,18
ZACATECAS,32,2020-04-15,1.0,19
ZACATECAS,32,2020-04-16,,18
ZACATECAS,32,2020-04-17,5.0,23
ZACATECAS,32,2020-04-18,4.0,27
ZACATECAS,32,2020-04-19,1.0,28
ZACATECAS,32,2020-04-20,4.0,32
ZACATECAS,32,2020-04-21,1.0,33
ZACATECAS,32,2020-04-22,11.0,44
ZACATECAS,32,2020-04-23,4.0,48
ZACATECAS,32,2020-04-24,3.0,51
ZACATECAS,32,2020-04-25,7.0,58
ZACATECAS,32,2020-04-26,8.0,66
ZACATECAS,32,2020-04-27,0.0,66
ZACATECAS,32,2020-04-28,2.0,68
ZACATECAS,32,2020-04-29,2.0,70
ZACATECAS,32,2020-04-30,7.0,77
ZACATECAS,32,2020-05-01,10.0,87
ZACATECAS,32,2020-05-02,7.0,94
ZACATECAS,32,2020-05-03,5.0,99
ZACATECAS,32,2020-05-04,11.0,110
ZACATECAS,32,2020-05-05,3.0,113
ZACATECAS,32,2020-05-06,6.0,119
